ID,Product Name,Product Description,Price,Availability,Color,Img Path,Product Link
ALK231009,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,NAVY,images\ALK231009,https://pk.khaadi.com/fabrics-3-piece-suit-alk231009-1001785332.html
BLK231004,Fabrics 3 Piece Suit,Printed Embroidered Light Khaddar | Top Bottoms Dupatta,4290,In Stock,OLIVE,images\BLK231004,https://pk.khaadi.com/fabrics-3-piece-suit-blk231004-1001786404.html
ACA231008,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3490,In Stock,BEIGE,images\ACA231008,https://pk.khaadi.com/fabrics-3-piece-suit-aca231008-1001785303.html
ILK231001,Fabrics 2 Piece,Printed Embroidered Light Khaddar | Top Bottoms,3990,In Stock,D-GREEN,images\ILK231001,https://pk.khaadi.com/fabrics-2-piece-ilk231001-1001786386.html
JK231001,Fabrics 2 Piece,Printed Khaddar | Top Bottoms,2490,In Stock,WHITE,images\JK231001,https://pk.khaadi.com/fabrics-2-piece-jk231001-1001786381.html
MLK231001,Fabrics 2 Piece,Printed Embroidered Light Khaddar | Top Dupatta,3390,In Stock,GREEN,images\MLK231001,https://pk.khaadi.com/fabrics-2-piece-mlk231001-1001786400.html
AK231006,Fabrics 3 Piece Suit,Printed Khaddar | Top Bottoms Dupatta,3490,In Stock,ORANGE,images\AK231006,https://pk.khaadi.com/fabrics-3-piece-suit-ak231006-1001785319.html
BLK231001,Fabrics 3 Piece Suit,Printed Embroidered Light Khaddar | Top Bottoms Dupatta,4290,In Stock,NAVY,images\BLK231001,https://pk.khaadi.com/fabrics-3-piece-suit-blk231001-1001786413.html
JK231002,Fabrics 2 Piece,Printed Khaddar | Top Bottoms,2490,In Stock,ORANGE,images\JK231002,https://pk.khaadi.com/fabrics-2-piece-jk231002-1001786382.html
BCH231002,Fabrics 3 Piece Suit,Dyed Embroidered Crosshatch | Top Bottoms Dupatta,5490,In Stock,BEIGE,images\BCH231002,https://pk.khaadi.com/fabrics-3-piece-suit-bch231002-1001785367.html
ALK231017,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,NAVY,images\ALK231017,https://pk.khaadi.com/fabrics-3-piece-suit-alk231017-1001785347.html
BCH231003,Fabrics 3 Piece Suit,Dyed Embroidered Crosshatch | Top Bottoms Dupatta,5490,In Stock,D-PINK,images\BCH231003,https://pk.khaadi.com/fabrics-3-piece-suit-bch231003-1001785370.html
BK231002,Fabrics 3 Piece Suit,Printed Embroidered Khaddar | Top Bottoms Shawl,5490,In Stock,BLACK,images\BK231002,https://pk.khaadi.com/fabrics-3-piece-suit-bk231002-1001786423.html
BK231004,Fabrics 3 Piece Suit,Printed Embroidered Khaddar | Top Bottoms Dupatta,4990,In Stock,OLIVE,images\BK231004,https://pk.khaadi.com/fabrics-3-piece-suit-bk231004-1001785376.html
BLK231007,Fabrics 3 Piece Suit,Printed Embroidered Light Khaddar | Top Bottoms Dupatta,4290,In Stock,GREEN,images\BLK231007,https://pk.khaadi.com/fabrics-3-piece-suit-blk231007-1001785383.html
BLK231008,Fabrics 3 Piece Suit,Printed Embroidered Light Khaddar | Top Bottoms Dupatta,4290,In Stock,BLUE,images\BLK231008,https://pk.khaadi.com/fabrics-3-piece-suit-blk231008-1001786412.html
BLK231005,Fabrics 3 Piece Suit,Printed Embroidered Light Khaddar | Top Bottoms Dupatta,4290,In Stock,MUSTARD,images\BLK231005,https://pk.khaadi.com/fabrics-3-piece-suit-blk231005-1001785379.html
BK231001,Fabrics 3 Piece Suit,Printed Embroidered Khaddar | Top Bottoms Shawl,5490,In Stock,GREEN,images\BK231001,https://pk.khaadi.com/fabrics-3-piece-suit-bk231001-1001786426.html
EET24146,Classic Kurta,Printed | Cambric,2490,In Stock,MULTI,images\EET24146,https://pk.khaadi.com/classic-kurta-eet24146-1001790393.html
EST23427,Batwing Tunic,Printed Embroidered | Dull Raw Silk,6490,In Stock,MULTI,images\EST23427,https://pk.khaadi.com/batwing-tunic-est23427-1001790055.html
EET23534,Drop Shoulder,Printed | Khaddar,3490,In Stock,NAVY,images\EET23534,https://pk.khaadi.com/drop-shoulder-eet23534-1001793444.html
EST23430,Classic Kameez,Printed Embroidered | Dull Raw Silk,4990,In Stock,OFF-WHITE,images\EST23430,https://pk.khaadi.com/classic-kameez-est23430-1001787629.html
EST23424,Classic Kameez,Yarn Dyed | Cotton Polyester Broshia Jacquard,4990,In Stock,GREEN,images\EST23424,https://pk.khaadi.com/classic-kameez-est23424-1001790063.html
EET23532,Choga,Dyed Embroidered | Crosshatch,3690,In Stock,BLACK,images\EET23532,https://pk.khaadi.com/choga-eet23532-1001793440.html
EST23420,Classic Kurta,Dyed Embroidered | Dull Raw Silk,4990,In Stock,PURPLE,images\EST23420,https://pk.khaadi.com/classic-kurta-est23420-1001786906.html
EST23419,Classic Kurta,Dyed Embroidered | Dull Raw Silk,6990,In Stock,OFF-WHITE,images\EST23419,https://pk.khaadi.com/classic-kurta-est23419-1001786960.html
EST23423,Classic Kameez,Dyed Embroidered | Dull Raw Silk,4990,In Stock,PINK,images\EST23423,https://pk.khaadi.com/classic-kameez-est23423-1001786916.html
EET23528,Drop Shoulder,Dyed Embroidered | Crosshatch,3190,In Stock,GREEN,images\EET23528,https://pk.khaadi.com/drop-shoulder-eet23528-1001791753.html
EET24141,Classic Kurta,Printed | Cambric,2490,In Stock,MULTI,images\EET24141,https://pk.khaadi.com/classic-kurta-eet24141-1001790540.html
EST23429,Choga,Printed Embroidered | Dull Raw Silk,5990,In Stock,TURQUOISE,images\EST23429,https://pk.khaadi.com/choga-est23429-1001790050.html
LLA230902,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2490,In Stock,BEIGE,images\LLA230902,https://pk.khaadi.com/fabrics-2-piece-lla230902-1001781101.html
JCA231003,Fabrics 2 Piece,Printed Cambric | Top Bottoms,2490,In Stock,GREEN,images\JCA231003,https://pk.khaadi.com/fabrics-2-piece-jca231003-1001785259.html
JLK231002,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2490,In Stock,L-GREEN,images\JLK231002,https://pk.khaadi.com/fabrics-2-piece-jlk231002-1001785263.html
JCA231001,Fabrics 2 Piece,Printed Cambric | Top Bottoms,2490,In Stock,NAVY,images\JCA231001,https://pk.khaadi.com/fabrics-2-piece-jca231001-1001785255.html
JLK231001,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2490,In Stock,BEIGE,images\JLK231001,https://pk.khaadi.com/fabrics-2-piece-jlk231001-1001785261.html
WSCD23237,Wrap Blouse,Printed | Viscose Crepe,3990,In Stock,BLACK,images\WSCD23237,https://pk.khaadi.com/wrap-blouse-wscd23237-1001786432.html
WSCT23223,Button Down Tunic,Printed | Viscose Crepe,3490,In Stock,BROWN,images\WSCT23223,https://pk.khaadi.com/button-down-tunic-wsct23223-1001786436.html
WSCT23224,Drawstring Waist Shirt,Dyed Embroidered | Viscose Cottel,4690,In Stock,BEIGE,images\WSCT23224,https://pk.khaadi.com/drawstring-waist-shirt-wsct23224-1001789557.html
WSCD23241,V Neck Blouse,Dyed Embroidered | Viscose Cottel,3990,In Stock,BLACK,images\WSCD23241,https://pk.khaadi.com/v-neck-blouse-wscd23241-1001788712.html
WSCD23248,Wrap Dress,Printed | Viscose Cottel,4990,In Stock,BLACK,images\WSCD23248,https://pk.khaadi.com/wrap-dress-wscd23248-1001787877.html
WSCD23239,Wrap Dress,Printed | Dull Raw Silk,4990,In Stock,BLUE,images\WSCD23239,https://pk.khaadi.com/wrap-dress-wscd23239-1001787881.html
WSCD23238,Belted Shirt Dress,Printed | Viscose Crepe,4990,In Stock,BLUE,images\WSCD23238,https://pk.khaadi.com/belted-shirt-dress-wscd23238-1001787873.html
WSCB23219,Bootcut Trousers,Printed | Viscose Crepe,2590,In Stock,BROWN,images\WSCB23219,https://pk.khaadi.com/bootcut-trousers-wscb23219-1001787865.html
WSCD23240B,Wide Leg Trousers,Dyed Embroidered | Viscose Crepe,3190,In Stock,BLUE,images\WSCD23240B,https://pk.khaadi.com/wide-leg-trousers-wscd23240b-1001788700.html
WSCB23221,Straight Trousers,Dyed | Stretch Twill,3490,In Stock,BEIGE,images\WSCB23221,https://pk.khaadi.com/straight-trousers-wscb23221-1001788704.html
WSCB23222,Straight Trousers,Dyed | Stretch Twill,3490,In Stock,BLACK,images\WSCB23222,https://pk.khaadi.com/straight-trousers-wscb23222-1001788692.html
WCKT23234,Round Neck T-shirt,Dyed Embroidered | Cotton Jersey,1790,In Stock,WHITE,images\WCKT23234,https://pk.khaadi.com/round-neck-t-shirt-wckt23234-1001775864.html
AK231001,Fabrics 3 Piece Suit,Printed Khaddar | Top Bottoms Dupatta,3490,In Stock,RED,images\AK231001,https://pk.khaadi.com/fabrics-3-piece-suit-ak231001-1001785309.html
ALK231018,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,BLACK,images\ALK231018,https://pk.khaadi.com/fabrics-3-piece-suit-alk231018-1001785349.html
AK231002,Fabrics 3 Piece Suit,Printed Khaddar | Top Bottoms Dupatta,3490,In Stock,BEIGE,images\AK231002,https://pk.khaadi.com/fabrics-3-piece-suit-ak231002-1001785311.html
ALK231012,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,PURPLE,images\ALK231012,https://pk.khaadi.com/fabrics-3-piece-suit-alk231012-1001785338.html
IK231002,Fabrics 2 Piece,Printed Embroidered Khaddar | Top Bottoms,3290,In Stock,MAROON,images\IK231002,https://pk.khaadi.com/fabrics-2-piece-ik231002-1001786388.html
ACA231005,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3490,In Stock,OFF-WHITE,images\ACA231005,https://pk.khaadi.com/fabrics-3-piece-suit-aca231005-1001785297.html
ACA231001,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,BLUE,images\ACA231001,https://pk.khaadi.com/fabrics-3-piece-suit-aca231001-1001785289.html
ACA231002,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,PINK,images\ACA231002,https://pk.khaadi.com/fabrics-3-piece-suit-aca231002-1001785292.html
ACA231006,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3490,In Stock,NAVY,images\ACA231006,https://pk.khaadi.com/fabrics-3-piece-suit-aca231006-1001785300.html
ACA231003,Fabrics 3 Piece Suit,Printed Cambric | Top Bottoms Dupatta,3990,In Stock,BLACK,images\ACA231003,https://pk.khaadi.com/fabrics-3-piece-suit-aca231003-1001785293.html
JCA231002,Fabrics 2 Piece,Printed Cambric | Top Bottoms,2490,In Stock,PURPLE,images\JCA231002,https://pk.khaadi.com/fabrics-2-piece-jca231002-1001785258.html
LCA231001,Fabrics 2 Piece,Printed Cambric | Top Dupatta,2590,In Stock,L-PINK,images\LCA231001,https://pk.khaadi.com/fabrics-2-piece-lca231001-1001785269.html
BPO230603,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,8990,In Stock,BLUE,images\BPO230603,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230603-1001767472.html
BDS230603,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7390,In Stock,BLUE,images\BDS230603,https://pk.khaadi.com/fabrics-3-piece-suit-bds230603-1001767471.html
BPO230601,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,9790,In Stock,RED,images\BPO230601,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230601-1001767433.html
BPO230604,Fabrics 3 Piece Suit,Dyed Embroidered Polyester Organza | Top Bottoms Dupatta,8990,In Stock,PURPLE,images\BPO230604,https://pk.khaadi.com/fabrics-3-piece-suit-bpo230604-1001767565.html
BDS230604,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7790,In Stock,RED,images\BDS230604,https://pk.khaadi.com/fabrics-3-piece-suit-bds230604-1001767432.html
BDS230602,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,8190,In Stock,BEIGE,images\BDS230602,https://pk.khaadi.com/fabrics-3-piece-suit-bds230602-1001767534.html
BDS230601,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7190,In Stock,WHITE,images\BDS230601,https://pk.khaadi.com/fabrics-3-piece-suit-bds230601-1001767541.html
MLA230703,Fabrics 2 Piece,Printed Embroidered Lawn | Top Dupatta,4390,In Stock,BLACK,images\MLA230703,https://pk.khaadi.com/fabrics-2-piece-mla230703-1001772250.html
ILA230704,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3990,In Stock,BROWN,images\ILA230704,https://pk.khaadi.com/fabrics-2-piece-ila230704-1001772229.html
ILA230701,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3590,In Stock,BLACK,images\ILA230701,https://pk.khaadi.com/fabrics-2-piece-ila230701-1001772223.html
LLA230703,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2590,In Stock,ORANGE,images\LLA230703,https://pk.khaadi.com/fabrics-2-piece-lla230703-1001772259.html
LRI230601,Fabrics 2 Piece,Printed Lawn | Top Dupatta,3590,In Stock,RED,images\LRI230601,https://pk.khaadi.com/fabrics-2-piece-lri230601-1001767420.html
MLA230704,Fabrics 2 Piece,Printed Embroidered Lawn | Top Dupatta,4390,In Stock,BLUE,images\MLA230704,https://pk.khaadi.com/fabrics-2-piece-mla230704-1001772252.html
LLA230711,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,MUSTARD,images\LLA230711,https://pk.khaadi.com/fabrics-2-piece-lla230711-1001772274.html
LRI230602,Fabrics 2 Piece,Printed Lawn | Top Dupatta,3590,In Stock,MUSTARD,images\LRI230602,https://pk.khaadi.com/fabrics-2-piece-lri230602-1001767569.html
ILA230703,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,4190,In Stock,WHITE,images\ILA230703,https://pk.khaadi.com/fabrics-2-piece-ila230703-1001772226.html
ILA230702,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3590,In Stock,PURPLE,images\ILA230702,https://pk.khaadi.com/fabrics-2-piece-ila230702-1001772225.html
LLA230810,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,RED,images\LLA230810,https://pk.khaadi.com/fabrics-2-piece-lla230810-1001777537.html
LLA230809,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,MUSTARD,images\LLA230809,https://pk.khaadi.com/fabrics-2-piece-lla230809-1001777536.html
ALA230817,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,BEIGE,images\ALA230817,https://pk.khaadi.com/fabrics-3-piece-suit-ala230817-1001777573.html
BLA230809,Fabrics 3 Piece Suit,Printed Embroidered Lawn | Top Bottoms Dupatta,3690,In Stock,BEIGE,images\BLA230809,https://pk.khaadi.com/fabrics-3-piece-suit-bla230809-1001777611.html
ALA230818,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,MUSTARD,images\ALA230818,https://pk.khaadi.com/fabrics-3-piece-suit-ala230818-1001777576.html
BLA230806,Fabrics 3 Piece Suit,Printed Embroidered Lawn | Top Bottoms Dupatta,4390,In Stock,PINK,images\BLA230806,https://pk.khaadi.com/fabrics-3-piece-suit-bla230806-1001777606.html
LLA230807,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2490,In Stock,PURPLE,images\LLA230807,https://pk.khaadi.com/fabrics-2-piece-lla230807-1001777532.html
ALA230820,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,BLACK,images\ALA230820,https://pk.khaadi.com/fabrics-3-piece-suit-ala230820-1001777579.html
ALA230806,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,RED,images\ALA230806,https://pk.khaadi.com/fabrics-3-piece-suit-ala230806-1001777551.html
JLA230801,Fabrics 2 Piece,Printed Lawn | Top Bottoms,2390,In Stock,BEIGE,images\JLA230801,https://pk.khaadi.com/fabrics-2-piece-jla230801-1001777503.html
ALA230803,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,OFF-WHITE,images\ALA230803,https://pk.khaadi.com/fabrics-3-piece-suit-ala230803-1001777545.html
AMA231003,Fabrics 3 Piece Suit,Printed Marina Twill | Top Bottoms Dupatta,4990,In Stock,TEAL,images\AMA231003,https://pk.khaadi.com/fabrics-3-piece-suit-ama231003-1001786419.html
AJ230601,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,BLUE,images\AJ230601,https://pk.khaadi.com/fabrics-3-piece-suit-aj230601-1001767469.html
AJ230604,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,RED,images\AJ230604,https://pk.khaadi.com/fabrics-3-piece-suit-aj230604-1001767430.html
AJ230602,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,BLACK,images\AJ230602,https://pk.khaadi.com/fabrics-3-piece-suit-aj230602-1001767535.html
AJ230603,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,MUSTARD,images\AJ230603,https://pk.khaadi.com/fabrics-3-piece-suit-aj230603-1001767575.html
KKF230601,Fabrics 3 Piece Suit | Khaas,Dyed Embroidered Viscose Silk | Top Bottoms Dupatta,18990,In Stock,BLACK,images\KKF230601,https://pk.khaadi.com/fabrics-3-piece-suit-%7C-khaas-kkf230601-1001772948.html
AMA231006,Fabrics 3 Piece Suit,Printed Marina Twill | Top Bottoms Dupatta,4990,In Stock,PURPLE,images\AMA231006,https://pk.khaadi.com/fabrics-3-piece-suit-ama231006-1001786422.html
ALK231015,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,BLACK,images\ALK231015,https://pk.khaadi.com/fabrics-3-piece-suit-alk231015-1001785343.html
BCH231004,Fabrics 3 Piece Suit,Dyed Embroidered Crosshatch | Top Bottoms Dupatta,5490,In Stock,BLUE,images\BCH231004,https://pk.khaadi.com/fabrics-3-piece-suit-bch231004-1001785371.html
BK231003,Fabrics 3 Piece Suit,Printed Embroidered Khaddar | Top Bottoms Shawl,5490,In Stock,PINK,images\BK231003,https://pk.khaadi.com/fabrics-3-piece-suit-bk231003-1001786428.html
LLK231003,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2890,In Stock,D-PINK,images\LLK231003,https://pk.khaadi.com/fabrics-2-piece-llk231003-1001785276.html
LK231001,Fabrics 2 Piece,Printed Khaddar | Top Dupatta,2590,In Stock,BLACK,images\LK231001,https://pk.khaadi.com/fabrics-2-piece-lk231001-1001786395.html
LLK231002,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2890,In Stock,OFF-WHITE,images\LLK231002,https://pk.khaadi.com/fabrics-2-piece-llk231002-1001785274.html
ICH231002,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,MUSTARD,images\ICH231002,https://pk.khaadi.com/fabrics-2-piece-ich231002-1001785243.html
MCH231002,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Dupatta,3990,In Stock,CORAL,images\MCH231002,https://pk.khaadi.com/fabrics-2-piece-mch231002-1001785287.html
MLK231002,Fabrics 2 Piece Suit,Printed Embroidered Light Khaddar | Top Dupatta,3390,In Stock,OFF-WHITE,images\MLK231002,https://pk.khaadi.com/fabrics-2-piece-suit-mlk231002-1001786402.html
IK231001,Fabrics 2 Piece,Printed Embroidered Khaddar | Top Bottoms,3290,In Stock,RUST,images\IK231001,https://pk.khaadi.com/fabrics-2-piece-ik231001-1001786389.html
MCA231002,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,YELLOW,images\MCA231002,https://pk.khaadi.com/fabrics-2-piece-mca231002-1001785282.html
MCA231001,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,TEAL,images\MCA231001,https://pk.khaadi.com/fabrics-2-piece-mca231001-1001785280.html
MCH231001,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Dupatta,3990,In Stock,OLIVE,images\MCH231001,https://pk.khaadi.com/fabrics-2-piece-mch231001-1001785285.html
MCA231003,Fabrics 2 Piece,Printed Embroidered Cambric | Top Dupatta,3390,In Stock,BLACK,images\MCA231003,https://pk.khaadi.com/fabrics-2-piece-mca231003-1001785283.html
ICH231001,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,NAVY,images\ICH231001,https://pk.khaadi.com/fabrics-2-piece-ich231001-1001785242.html
ICH231003,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,BLACK,images\ICH231003,https://pk.khaadi.com/fabrics-2-piece-ich231003-1001785245.html
ISCH231003,Fabrics 2 Piece,Printed Embroidered Slub Crosshatch | Top Bottoms,3990,In Stock,L-YELLOW,images\ISCH231003,https://pk.khaadi.com/fabrics-2-piece-isch231003-1001785253.html
ISCH231004,Fabrics 2 Piece,Printed Embroidered Slub Crosshatch | Top Bottoms,3990,In Stock,L-GREEN,images\ISCH231004,https://pk.khaadi.com/fabrics-2-piece-isch231004-1001785254.html
LLK231001,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2590,In Stock,GREEN,images\LLK231001,https://pk.khaadi.com/fabrics-2-piece-llk231001-1001786394.html
LK231002,Fabrics 2 Piece,Printed Khaddar | Top Dupatta,2590,In Stock,RED,images\LK231002,https://pk.khaadi.com/fabrics-2-piece-lk231002-1001786396.html
LLA230913,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2990,In Stock,BLACK,images\LLA230913,https://pk.khaadi.com/fabrics-2-piece-lla230913-1001781121.html
JLK231003,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2790,In Stock,BLACK,images\JLK231003,https://pk.khaadi.com/fabrics-2-piece-jlk231003-1001785265.html
JLK231004,Fabrics 2 Piece,Printed Light Khaddar | Top Bottoms,2790,In Stock,RED,images\JLK231004,https://pk.khaadi.com/fabrics-2-piece-jlk231004-1001785268.html
EET24144,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24144,https://pk.khaadi.com/classic-kameez-eet24144-1001790555.html
EET24145,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24145,https://pk.khaadi.com/classic-kameez-eet24145-1001790560.html
EET24150,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24150,https://pk.khaadi.com/classic-kameez-eet24150-1001790580.html
EET24147,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24147,https://pk.khaadi.com/classic-kameez-eet24147-1001790565.html
EET23530,Classic Kurta,Dyed Embroidered | Crosshatch,3490,In Stock,RUST,images\EET23530,https://pk.khaadi.com/classic-kurta-eet23530-1001791361.html
EET23516,Choga,Printed | Khaddar,2990,In Stock,BLACK,images\EET23516,https://pk.khaadi.com/choga-eet23516-1001789947.html
EET24142,Classic Kameez,Printed | Cambric,2490,In Stock,MULTI,images\EET24142,https://pk.khaadi.com/classic-kameez-eet24142-1001790545.html
EET24149,Classic Kurta,Printed | Cambric,2490,In Stock,MULTI,images\EET24149,https://pk.khaadi.com/classic-kurta-eet24149-1001790575.html
